level,text
5,"""Генеральный прокурор России предложил взять под контроль социальные сети. По его мнению, таким образом можно избежать повторений погромов, к примеру, таких, которые произошли в Лондоне.О контроле в социальных сетях дискутировали блоггер и директор агентства """"Социальные сети"""". Директор агентства """"Социальные сети"""" считает, что ввести тотальный контроль над социальными сетями невозможно. Он рассказал, что в день осуществляется 10-15 миллионов записей в блогах, и он не представляет, как такой объем прочитать и проанализировать. Специалист отметил, что можно отслеживать по ключевым словам, например, то, что связано с безопасностью детей, но если контролировать все вопросы, придется читать все. Также он заметил, что интернет – это зеркало общества, и все те проблемы, которые есть в интернете, есть и в обществе.Тем не менее, директор предположил, что в интернете может присутствовать """"гражданский контроль"""". В качестве примера он привел борьбу с пиратством –неразрешимую задачу, которая, по его мнению, уже практически решена после того, как социальные сети стали работать с правообладателями. Директор полагает, что ровно также, с помощью общественников, можно решать и эти проблемы.Его оппонент отметил, что в социальных сетях преступность развивается так же, как она развивается в реальном мире. К тому же, интернет повышает коммуникативные возможности в разы. Блоггер также утверждает, что гражданский контроль над социальными сетями возможен. При этом он подчеркнул, что нельзя передавать это исключительно правоохранительным органам, и нельзя осуществлять политический контроль. По его мнению, борьба должна быть исключительно с нарушением законодательства, все остальные сферы трогать нельзя."""
5,"Предыдущий фильм Лунгина «Остров» собрал солидную кассу в прокате и целую россыпь кинематографических призов. Успех «Острова» доказал, что такие категории, как совесть, душа, стыд, по-прежнему существуют, что годы реформ не превратили нас в законченных циников. А режиссёр уже с головой ушёл в съёмки ленты «Иван Грозный и митрополит Филипп». Главные роли в ней играют Пётр Мамонов и Олег Янковский. Что мы пытаемся найти, листая страницы истории России, вышел ли из Петра Мамонова настоящий самодержец, и почему нам для счастья оказалось мало одной только сытой жизни, Павел Лунгин рассказал в интервью «АиФ». – Сейчас режиссёры углубляются всё дальше и дальше в историю: кто-то остановился на событиях 1612 года, вы – на царствовании Ивана Грозного, в мае выходит фильм про Александра Невского. Что мы пытаемся найти в этих старых летописях? – Смысл. Мы живём в эпоху чудовищной потери смысла. Сегодня России предложено, прямо скажем, относительно сытное существование. Многие кричат о бедности, но это лицемерные крики. Хлеб насущный у нас появился. Но в обмен на некоторую комфортность существования у людей отняли смысл жизни. Жить же только ради мира вещей, пусть даже супермодных, престижных, Россия не приучена. Человек не рождён для того, чтобы осознавать себя как небольшое, но рентабельное предприятие, в которое он вкладывает деньги, которые сам же и зарабатывает. Поэтому люди отчаянно ищут, откуда и куда мы идём. И эти вопросы «кто я?», «зачем я существую?» становятся одними из главных для нас. – Скорее, этими вопросами задаются люди, уже имеющие некий жизненный опыт. А молодёжь гораздо больше волнуют проценты по кредитам или наличие свободных мест на курортах Гоа. – На самом деле никто не знает, что волнует молодёжь. Молодые склонны копировать тот стиль жизни, который пропагандируют масс-медиа. А подросткам сегодня чуть ли не с детских лет навязывается образ человека покупающего, им внушают, что их главная задача в жизни – потреблять. Идёт страшная инфантилизация общества. По улицам ходят или ездят на дорогих машинах тридцатилетние дети – растерянные, не умеющие создать семью, не готовые принимать серьёзных решений. Они глупо, бессмысленно, бездарно тратят энергию. Вместо того чтобы образовывать новое государство, наполненное идеями, страстями, желаниями, они её выпускают, исследуя полки супермаркетов. И за этими весёлыми рингтонами и бесконечными блужданиями по миру мобильных телефонов скрывают свою неуверенность, несчастливость. – Так, может, тут и могло бы помочь искусство? Выдернуть их из этой жизни, заставить хотя бы ненадолго остановиться, подумать. Или искусство не может изменить человека? – Наверное, искусство не может изменить человека. Но в то, что оно помогает зрителю проявить себя, будит то, что в нём спит, о чём сам человек, может, никогда и не догадывался или боялся себе признаться, – в это я верю. Снимая «Остров», я думал, что делаю его для всех тех, кто ощущает себя немножко дураком – в этой стране, в этом мире. Для всех тех, кто порой чувствует себя слабым и бессмысленным, не победителем, не таким молодым, загорелым, с компьютером под мышкой и жвачкой за щекой, как герои бесчисленных голливудских картин. А оказалось, что «Остров» был востребован множеством людей. Вряд ли после его просмотра они стали лучше. Но зато поняли, что не одиноки. Что чувство стыда, чувство покаяния действительно существует и чувств этих не надо стыдиться... Может быть, искусство – это великая борьба против одиночества. И вечная сила искусства заключается именно в том, что всем одиноким оно протягивает руку. – Но при этом считается, что художник только тогда может создать что-то вечное, значимое, когда он максимально одинок, что только в состоянии дискомфорта и можно творить. – Ну, дискомфорт ты всегда носишь с собой. Это как горб – ампутации не подлежит! Мне вообще кажется, что сейчас идея вечности ушла на задний план. Сейчас мимо нас ежедневно проносится такой чудовищный информационный поток, что никто уже не станет искать на своём чердаке наброски Рембрандта или ноты Баха, никто не откроет заново импрессионистов. Чтобы открывать какие-то забытые произведения или хотя бы помнить об уже существующих, надо быть настроенным на вечные темы. Но на зрителя ежедневно обрушивается с экранов какой-нибудь новый пупок Бритни Спирс с инкрустацией из слоновой кости. И пупок этот затмевает всё. Телевидение убеждает нас в том, что самое интересное – это новости. Поэтому общество всё время что-то неистово покупает и ищет новостей. Хотя на самом-то деле новости – это самое неинтересное! Но мне иногда кажется, что это лишь очередной виток и долго так люди не протянут. Цивилизация наша движется по синусоиде. Сейчас мы опускаемся. И не только Россия – весь мир. Так же растерянны и не понимают, как жить, люди во Франции, в Америке. И это, кстати, опять-таки перекликается с эпохой Ивана Грозного. Путём каких-то сложных расчётов 1566 год каким-то образом рифмовался у них с числом Зверя - 666. И вся страна жила в полной уверенности, что приходят последние дни. И вот это чувство конца мира, конца света, ощущение, что в процессе ожидания Страшного суда всё позволено, оно странным образом нам близко. Видимо, сейчас мы, как и почти пять веков назад, вновь доходим до нижней точки. А потом начнём подниматься вверх – к жизни, наполненной каким-то смыслом. – Ваш Грозный – он кто: грешник, каратель, святой, сумасшедший? – Он грешник, он святой, он каратель… Но прежде всего – художник! Вся жизнь его – юродство, скоморошество, постоянный театр. Грозный имел блестящее образование, писал музыку, стихи, был глубоко верующим человеком и хотел Руси только блага. И пришёл при этом к полному жизненному краху. Вообще тема Грозного – одна из основных для нашей страны, потому что именно он изменил всю российскую историю. Призрак его витает над нами до сих пор, то приближаясь, то удаляясь. Сейчас, слава богу, отдаляется. А бывало, подлетал очень близко. Иван Грозный – это вечное искушение России. – По-вашему, призрак Грозного отдаляется. А многие, наоборот, мечтают о том, чтобы к власти пришёл некий современный его аналог и собрал бы то, что расползлось, развалилось за годы реформ. Ведь именно при Грозном, как утверждают историки, Московское княжество превратилось в Московское государство. – Это и есть одна из тайн Руси. К ним ко всем – к диктаторам, к тем, кто так или иначе был связан с насилием и пролил моря крови своего народа, да к тому же Сталину! Россия испытывает какую-то странную, немного мазохистскую любовь. Но, на мой взгляд, Грозный тоже искал любовь. Он и опричнину-то создал именно для того, чтобы карать народ за отсутствие любви. Ему хотелось, чтобы его любили так, как любят Бога, – больше, чем самих себя. Но так, как хотел он, любить не мог никто. Поэтому и казнить можно было любого. Грозный стал первым царём в российской истории, который воевал со своим собственным народом. Хотя вроде бы ничего плохого-то и не хотел! Он просто дал себе никем и ничем не ограниченную свободу. Поэтому-то и ценна история взаимоотношений Грозного и митрополита Филиппа, о которой мы рассказываем в фильме. Ведь Филипп – человек огромного ума и таланта, калибра Леонардо да Винчи, архитектор, изобретатель – решился возвысить голос против «неправедной» царской воли. Такие моменты нечасто случались в нашей истории. И мне кажется, об этом надо задумываться. Или, как сказало бы новое поколение, «медитировать на эту тему»…"
2,"Москва является крупнейшим экономическим, политическим и научным центром России.С 1990 года Москва стала признанным лидером современных российских экономических реформ. За прошедшие годы в экономике города произошли структурные сдвиги: доля промышленного производства столицы неуклонно снижалась, в то время как объём коммерческих услуг банков, акционерных обществ и бирж постоянно увеличивался. В итоге Москва прочно занимает лидирующие позиции по количеству и рейтингу коммерческих структур, занимающихся экспортом-импортом, оптовой и розничной торговлей.Велика роль банковского и биржевого секторов экономики в развитии российских финансовых рынков. Расширяются внешнеэкономические связи московских предприятий: устанавливаются прямые производственные и научно-технические контакты с зарубежными партнёрами, создаются совместные предприятия. Фирмы более 40 зарубежных стран являются партнёрами московских предприятий.На основе соглашений об экономическом и научно-техническом сотрудничестве правительство Москвы установило деловые контакты с крупнейшими городами мира: Берлином, Варшавой, Веной, Монреалем, Токио, Пекином, Хельсинки и т.д. Стали разрабатываться крупномасштабные проекты экономического сотрудничества, которые оказывают влияние на российскую экономику в целом.Москва является культурным и научным центром мирового значения. В столице работает Российская академия наук и 90 её научных учреждений, включая 78 научно-исследовательских институтов, а также специализированные академии наук, такие как Российская академия медицинских наук.Всемирную известность получили также московские музеи и театры – Большой, Малый, Театр на Таганке. Коллекции живописи, графики, скульптуры Третьяковской галереи, Музея изобразительных искусств имени А.С.Пушкина могут поспорить с собраниями и коллекциями многих известных музеев мира. Москва - самый крупный учебный центр страны. Среди 85 вузов города – 31 университет, в том числе такие известные, как МГУ им. М.В.Ломоносова, Московский государственный технический университет им. Н.Э.Баумана, Российский университет дружбы народов и ряд других."
2,"было лето. Гриша встал рано, настроение у него было хорошее. У студентов начались каникулы. Гриша решил поехать на Поклонную гору. Там всегда собиралась молодежь, чтобы покататься на роликах, а Гриша недавно купил новые роликовые коньки. В это время позвонил его старый друг и предложил ему немного поработать в фотоателье. Гриша учился на четвертом курсе художественного факультета одного московского института, поэтому прекрасно фотографировал. Гриша согласился. – Ладно, ролики подождут. Сессию я сдал, впереди длинные каникулы, покатаюсь потом! – подумал Гриша. Он поехал в центр Москвы, на улицу, где находилось старое фотоателье. Весь день он работал и очень устал: разные лица, старые и молодые, разговоры, запахи духов, люди. Гриша уже хотел закончить работу и уйти из маленькой комнаты, но в это время пришёл последний клиент. Это была девушка, ей было лет семнадцать. Она попросила сфотографировать ее для нового паспорта. Гриша внимательно посмотрел на девушку. Она была необыкновенная, удивительно красивая, у нее было приветливое лицо, большие зеленые глаза и золотые длинные волосы. - Почему ты так странно смотришь на меня? - спросила девушка. - Потому что нельзя быть красивой такой! - спел Гриша строчку из известной песни. - Ты, наверное, фотомодель? - Нет, конечно, – улыбнулась девушка. – Я вообще не люблю фотографироваться. - А что ты любишь? - Я люблю кататься на роликах. Сегодня вот тоже хотела пойти на Поклонную гору. Я там часто катаюсь. - Может быть пойдем вместе? - Да, конечно. Я позвоню тебе… Когда Гриша закончил фотографировать, девушка встала и быстро ушла. Фотографии прекрасной незнакомки были готовы через два дня. Но девушка не пришла. Где ее искать? Гриша не знал ни ее имени, ни номера телефона, ни домашнего адреса. Прошла неделя, другая, девушки не было, потом фото ателье закрылось на ремонт. Гриша взял фотографии девушки домой и уже дома сделал для себя несколько больших фотографий. Каждый день он ездил на Поклонную гору, искал девушку, чтобы увидеть её и отдать фотографии, но ее там не было. Однажды Гриша прочитал в газете, что крупная фирма проводит конкурс на лучшую рекламу мобильного телефона. Гриша решил участвовать в конкурсе. Он сел за свой домашний компьютер и работал всю ночь, но хорошей идеи не было. На столе рядом с компьютером лежали фотографии девушки. На одной фотографии она была грустная, на другой весёлая, на третьей задумчивая… Почему она не пришла? И вдруг у него родилась идея - лицо девушки, мобильный телефон и текст: «Позвони мне!..». Гриша выиграл конкурс, и крупное рекламное агентство пригласило его на работу. Его рекламу можно было увидеть везде: на улице в метро, около станций метро, в центре Москвы. На Поклонной горе тоже стоял огромный щит с рекламой. Однажды поздно вечером Гриша пришёл на Поклонную, влез на щит и краской написал на рекламе номер своего телефона. Десять дней он ждал. Она не позвонила. Гриша на две недели уехал отдыхать на море. Он вернулся и сразу поехал в агентство, от которого он получил приглашение на работу. Когда Гриша вошел, он не поверил своим глазам – незнакомка была там. Она тоже увидела Гришу и подбежала к нему. - Неделю назад я была на Поклонной, увидела свою фотографию на рекламе и номер телефона, и вот звоню тебе с утра до ночи, а тебя нет дома, – сказала девушка. – После твоей рекламы, это агентство пригласило меня работать фотомоделью. - Катя! Нам надо работать! - закричал фотограф. - Пока! Я позвоню тебе – сказала Катя. - Ну нет! – засмеялся Гриша. – Я так долго ждал твоего звонка! Теперь мы будем вместе!"
4,"В исторической науке и обществознании уже давно идет спор о том, движется ли мир к единой цивилизации, ценности которой станут достоянием всего человечества, или сохранится и даже усилится тенденция к культурно-историческому многообразию и человеческое общество будет представлять собой ряд самостоятельно развивающихся цивилизаций.Сторонники второй из указанных позиций подчеркивают ту бесспорную мысль, что в основе развития любого жизнеспособного организма ( и в том числе общества людей) лежит разнообразие. Распространение же единых общих для всех народов ценностей, культурных традиций, жизненных укладов положит конец развитию человеческого общества.Весомые аргументы есть и у другой стороны: утверждается и подкрепляется конкретными фактами общественно-исторического развития, что некоторые важнейшие, выработанные определенной цивилизацией формы и достижения получат всеобщее признание и распространение. Так, к ценностям, зародившимся в европейской цивилизации, но приобретающим сейчас общечеловеческое значение относят следующие.В сфере производственно-экономических отношений – это достигнутый уровень развития производительных сил, современные технологии, порожденные новым этапом научно-технической революции, система товарно-денежных отношений, наличие рынка. Опыт, накопленный человечеством, показывает, что оно не выработало пока никакого иного механизма, который позволял бы более рационально соразмерять производство с потреблением.В политической сфере в общецивилизационную базу входит правовое государство, действующее на основе демократических норм. В духовно-нравственной сфере общим достоянием всех народов являются великие достижения науки, искусства, культуры, плод мысли и творчества многих поколений, а также общечеловеческие моральные ценности.Важнейший социальный и моральный аспект анализа мировой цивилизации – положение личности в обществе. Какова степень ее экономической, политической и духовной свободы? Есть ли социальные условия для ее полноценного развития, реализации ее многообразных интересов и потребностей? Ответы на эти вопросы дают возможность определять уровень цивилизованности того или иного общества."
1,"Вы хотите выучить иностранный язык, например испанский? Тогда Вам нужно поехать на год в Испанию или в страну, где люди говорят по-испански, и жить там в семье. Через год Вы будете отлично знать испанский язык и прекрасно говорить. Международная языковая школа поможет Вам выбрать страну и найти семью."
5,"А. Как сообщил один из его разработчиков, новый документ уточняет раздел Закона о рынке ценных бумаг, обязавший всех участников рынка раскрывать информацию о своей деятельности, а также определяет процедуру и порядок раскрытия информации регуляторами рынка, профессиональными участниками рынка и эмитентами. Положение, в частности, устанавливает, что с момента регистрации информация, которую по закону положено раскрывать, должна быть доступна широкой публике.Б. Участники фондового рынка будут обязаны посылать в техцентр информацию, подлежащую раскрытию, а техцентр, в свою очередь, будет передавать ееинформационным агентствам для дальнейшего распространения.В. Существовавший до настоящего времени порядок публикации участниками фондового рынка сведений о своей деятельности зачастую не был направленна широкую аудиторию, и, таким образом, не способствовал регулированию рынкаценных бумаг"
3,"Кефир – один из самых популярных напитков в России. Его приготовление долгие годы было большой тайной. История раскрытия секрета изготовления кефира похожа на детектив, но каждое слово здесь – правда. А открыла эту тайну… любовь.Давно было известно, что у одного народа на Северном Кавказе есть чудесный напиток – «кейф». Это название можно было перевести как «удовольствие», «веселье». И действительно, напиток нравился всем, кто его пил. А когда с ним познакомились врачи, слава «кейфа» стала ещё больше. Русские называли его «кефир».В начале XX века на европейской части территории России хотели организовать промышленное производство этого напитка. Но сделать это было практически невозможно: горцы никому не рассказывали, как они его готовят. Надо было обязательно узнать секрет изготовления этого напитка.Чтобы узнать секрет кефира, обратились к известному тогда в России промышленнику молочных продуктов Бландову. Он решил послать за рецептом кефира свою сотрудницу Ирину Сахарову. Ирине было двадцать лет, и она была очень красивой. Ирина закончила женскую школу молочного хозяйства.И вот Ирина вместе с одним из сотрудников фирмы Васильевым поехала в горы к князю Бек-Мирзе Байчарову, который продавал молоко и сыр. Бек-Мирза принял их очень гостеприимно, обещал дать всё, что они просили. Но потом он ничего не сделал.Грустные возвращались Ирина и Васильев обратно. Вдруг на дороге их остановили люди в черных масках, и Ирина оказалась на лошади одного из них.Они приехали в неизвестную деревню, там старая женщина дала Ирине вкусный напиток и тихо сказала: «Не волнуйся. У нас такая традиция. Ты очень понравилась нашему князю, будешь его женой».– Что это? Кефир? – спросила Ирина.Она забыла обо всём, что с ней случилось, и начала спрашивать старуху, как она готовит напиток. Но тут появился князь Бек-Мирза. Он извинился за то, что сделали его люди, и предложил Ирине руку и сердце. Ирина молчала. Помогли ей русские солдаты, которые вскоре приехали вместе с Васильевым. Бек-Мирзу должны были судить. Но судья хотел кончить это дело мирно.– Может быть, вы простите его? Ведь это народная традиция, – сказал он Ирине.– Хорошо, я прощу его, – ответила она. – Но только если он подарит мне рецепт кефира.Так и решили. На следующий день Бек-Мирза прислал Ирине рецепт и огромный букет горных тюльпанов.А в 1908 году в Москве в аптеках начали продавать первые бутылки кефира. Сначала его пили только как лекарство. Но потом кефир стали продавать в обычных молочных магазинах. И теперь его пьют все желающие."
1,"Футбол - самая популярная игра в мире. Футбол - это спорт миллионов. Люди считают Англию родиной современного футбола. Но многие другие страны тоже могуТ быть предками этой игры. В Египте, в Греции, в Японии, в Китае учёные-историки находили старинные мячи. В Китае игра в футбол называлась дзу-ню, в Древней Греции - эпискирос, в Японии - кемари.Официально люди начали играть в футбол в Англии в середине XIX века. там были 4 футбольные команды, которые играли на специальных площадках. в 1871 году в Англии состоялась первая футбольная игра, а в 1872 году - первая встреча английской и шотландской команд. в 1904 году спортсмены решили организовать Международную футбольную ассоциацию - ФИФА. Француз Роберт Герен был первым её президентом. женщины тоже любят спорт. В начале ХХ века первые женские команды начали играть в футбол. А сейчас женский футбол входит в программу Олимпийских игр."
1,"Центр искусств “Столица”Фильм Андрея Смирнова “Осень”Они учились в одной школе, в одном классе. И вот онивстретились и поняли, что всегда любили друг друга. Но унего уже есть жена, а у неё - муж. Что же делать?"
3,"5 октября 2004 года знаменитому русскому хирургу Фёдору Угловуисполнилось 100 лет. А несколько месяцев до юбилея Фёдор Григорьевич Угловпровёл очередную операцию. И книга рекордов Гиннеса назвала его самымпочтенным практикующим хирургом. Свои операции Фёдор Углов не считает, потому что у хирургов это не принято. Хотя коллеги говорят, что он сделал около десяти тысяч операций. – Дело не в количестве операций, а в их сложности. Я в основном оперировална сердце и на лёгких, а там простых случаев не бывает, всегда большой риск, – рассказывает хирург. – Есть операции, которые длятся более десяти часов сперерывами, во время которых идёт упорная борьба за жизнь пациента. Да и после«обычной» трёхчасовой операции надо быть готовым ко всему ещё в течение суток. Часто требуется повторная операция, переливание крови и так далее. Углов был пионером лёгочной и сердечной хирургии. Конкурентов у него небыло. Доктор Углов изучил много научной литературы, в том числе и наиностранных языках. Кстати, изучением языков он занялся в зрелом возрасте. Фёдор Григорьевич Углов опубликовал более 650 научных работ, сделал 250 докладов, в том числе и на международных конгрессах в Европе, США, ЮжнойАмерике, Азии. А ещё Углов – автор 8 художественно-публицистических книг, изданных на 16 языках, общим тиражом 10 миллионов экземпляров. В библиотеке можно найти егокниги «Сердце хирурга», «Человек среди людей», … 33Фёдор Углов считает, что главное в жизни – это умение учиться, не жалея сил, и быть очень терпеливым. В начале профессиональной карьеры 29-летний Фёдор Углов начал работать водной из клиник Ленинграда. После первой операции руководительница назваламолодого хирурга неумехой, а его руки – крюками. Хирург сначала обиделся, нопотом понял, что опытный врач была права: ему действительно надо было многомуучиться. – Несколько месяцев я долго тренировал руки: делал гимнастическиеупражнения для пальцев, зашивал дыры на носках вслепую, вязал узлы. Эти занятияя продолжаю до сих пор. Я проводил многие часы и дни в анатомическом кабинете, «репетируя» будущие операции. Самые сложные элементы повторял до пятисот раз, чтобы потом во время операции не терять ни секунды. Эти тренировки дали великолепные результаты. Углову аплодировал весь мир, его шов называли шёлковым, руки – артистичными, работу – ювелирной. Его операции записывали на видео и учили по ним многие поколения хирургов. …Родился Фёдор Углов в Сибири, в далёкой деревне. Его отца, рабочегометаллургического завода сослали из Перми в Сибирь за революционнуюдеятельность. Там отец и познакомился с будущей мамой Фёдора, простойнеграмотной крестьянкой. Родители говорили своим пятерым детям: мы не смогли выучиться, зато выдолжны стать образованными людьми. Родители, особенно мать, воспитывали вдетях желание знать и уметь как можно больше. Фёдор Углов вспоминает, как в детстве вечерами дети читали вслух газеты, журналы, книги. «В маме была нравственная строгость и чистота. И мы, дети, маму бесконечноуважали». Все дети Угловых получили высшее образование». Благодаря родителям и их жизненным принципам умеет Фёдор Углов жить иработать в любых условиях: в деревне без электричества, во время войны иблокады, в современном городе. Он говорит, что есть несколько простых правил, которые помогают жить: 34– Из-за стола надо вставать чуточку голодным и не ложиться спать сразу послееды. Чаще купаться в реке, в озере, в море. Зимой обтираться на улице снегом. Делать зарядку, ходить пешком. Не давать себе покоя, получать удовольствие оттруда и познания. Жена Углова, тоже врач, вспоминает, что даже когда муж писал докторскуюдиссертацию, он не пропустил ни одной театральной премьеры. У Фёдора Углова удивительная работоспособность. Кажется, что за день онможет сделать в три раза больше, чем другой человек. Конечно, человеческиевозможности не безграничны. Может быть, знаменитый хирург и не встанет большеза хирургический стол. Но он не сомневается, что будет активно участвовать внауке, в работе медицинского университета, писать статьи… У него много планов и иногда даже не хватает времени. Целого века не хватает."
